1:1-4	بسم الله الرحمن الرحيم. الحمد لله رب العالمين. الرحمن الرحيم. مالك يوم الدين.
38:21-26	وهل أتاك نبأ الخصم إذ تسوروا المحراب. إذ دخلوا على داوود ففزع منهم قالوا لا تخف خصمان بغى بعضنا على بعض فاحكم بيننا بالحق ولا تشطط واهدنا إلى سواء الصراط. إن هذا أخي له تسع وتسعون نعجة ولي نعجة واحدة فقال أكفلنيها وعزني في الخطاب. قال لقد ظلمك بسؤال نعجتك إلى نعاجه وإن كثيرا من الخلطاء ليبغي بعضهم على بعض إلا الذين آمنوا وعملوا الصالحات وقليل ما هم وظن داوود أنما فتناه فاستغفر ربه وخر راكعا وأناب. فغفرنا له ذلك وإن له عندنا لزلفى وحسن مآب. يا داوود إنا جعلناك خليفة في الأرض فاحكم بين الناس بالحق ولا تتبع الهوى فيضلك عن سبيل الله إن الذين يضلون عن سبيل الله لهم عذاب شديد بما نسوا يوم الحساب.
38:27-29	وما خلقنا السماء والأرض وما بينهما باطلا ذلك ظن الذين كفروا فويل للذين كفروا من النار. أم نجعل الذين آمنوا وعملوا الصالحات كالمفسدين في الأرض أم نجعل المتقين كالفجار. كتاب أنزلناه إليك مبارك ليدبروا آياته وليتذكر أولو الألباب.
38:30-40	ووهبنا لداوود سليمان نعم العبد إنه أواب. إذ عرض عليه بالعشي الصافنات الجياد. فقال إني أحببت حب الخير عن ذكر ربي حتى توارت بالحجاب. ردوها علي فطفق مسحا بالسوق والأعناق. ولقد فتنا سليمان وألقينا على كرسيه جسدا ثم أناب. قال رب اغفر لي وهب لي ملكا لا ينبغي لأحد من بعدي إنك أنت الوهاب. فسخرنا له الريح تجري بأمره رخاء حيث أصاب. والشياطين كل بناء وغواص. وآخرين مقرنين في الأصفاد. هذا عطاؤنا فامنن أو أمسك بغير حساب. وإن له عندنا لزلفى وحسن مآب.
38:41-44	واذكر عبدنا أيوب إذ نادى ربه أني مسني الشيطان بنصب وعذاب. اركض برجلك هذا مغتسل بارد وشراب. ووهبنا له أهله ومثلهم معهم رحمة منا وذكرى لأولي الألباب. وخذ بيدك ضغثا فاضرب به ولا تحنث إنا وجدناه صابرا نعم العبد إنه أواب.
38:45-48	واذكر عبادنا إبراهيم وإسحاق ويعقوب أولي الأيدي والأبصار. إنا أخلصناهم بخالصة ذكرى الدار. وإنهم عندنا لمن المصطفين الأخيار. واذكر إسماعيل واليسع وذا الكفل وكل من الأخيار.
38:49-54	هذا ذكر وإن للمتقين لحسن مآب. جنات عدن مفتحة لهم الأبواب. متكئين فيها يدعون فيها بفاكهة كثيرة وشراب. وعندهم قاصرات الطرف أتراب. هذا ما توعدون ليوم الحساب. إن هذا لرزقنا ما له من نفاد.
38:55-64	هذا وإن للطاغين لشر مآب. جهنم يصلونها فبئس المهاد. هذا فليذوقوه حميم وغساق. وآخر من شكله أزواج. هذا فوج مقتحم معكم لا مرحبا بهم إنهم صالو النار. قالوا بل أنتم لا مرحبا بكم أنتم قدمتموه لنا فبئس القرار. قالوا ربنا من قدم لنا هذا فزده عذابا ضعفا في النار. وقالوا ما لنا لا نرى رجالا كنا نعدهم من الأشرار. أتخذناهم سخريا أم زاغت عنهم الأبصار. إن ذلك لحق تخاصم أهل النار.
38:65-88	قل إنما أنا منذر وما من إله إلا الله الواحد القهار. رب السماوات والأرض وما بينهما العزيز الغفار. قل هو نبأ عظيم. أنتم عنه معرضون. ما كان لي من علم بالملإ الأعلى إذ يختصمون. إن يوحى إلي إلا أنما أنا نذير مبين. إذ قال ربك للملائكة إني خالق بشرا من طين. فإذا سويته ونفخت فيه من روحي فقعوا له ساجدين. فسجد الملائكة كلهم أجمعون. إلا إبليس استكبر وكان من الكافرين. قال يا إبليس ما منعك أن تسجد لما خلقت بيدي أستكبرت أم كنت من العالين. قال أنا خير منه خلقتني من نار وخلقته من طين. قال فاخرج منها فإنك رجيم. وإن عليك لعنتي إلى يوم الدين. قال رب فأنظرني إلى يوم يبعثون. قال فإنك من المنظرين. إلى يوم الوقت المعلوم. قال فبعزتك لأغوينهم أجمعين. إلا عبادك منهم المخلصين. قال فالحق والحق أقول. لأملأن جهنم منك وممن تبعك منهم أجمعين. قل ما أسألكم عليه من أجر وما أنا من المتكلفين. إن هو إلا ذكر للعالمين. ولتعلمن نبأه بعد حين.
39:1-5	تنزيل الكتاب من الله العزيز الحكيم. إنا أنزلنا إليك الكتاب بالحق فاعبد الله مخلصا له الدين. ألا لله الدين الخالص والذين اتخذوا من دونه أولياء ما نعبدهم إلا ليقربونا إلى الله زلفى إن الله يحكم بينهم في ما هم فيه يختلفون إن الله لا يهدي من هو كاذب كفار. لو أراد الله أن يتخذ ولدا لاصطفى مما يخلق ما يشاء سبحانه هو الله الواحد القهار. خلق السماوات والأرض بالحق يكور الليل على النهار ويكور النهار على الليل وسخر الشمس والقمر كل يجري لأجل مسمى ألا هو العزيز الغفار.
39:6-8	خلقكم من نفس واحدة ثم جعل منها زوجها وأنزل لكم من الأنعام ثمانية أزواج يخلقكم في بطون أمهاتكم خلقا من بعد خلق في ظلمات ثلاث ذلكم الله ربكم له الملك لا إله إلا هو فأنى تصرفون. إن تكفروا فإن الله غني عنكم ولا يرضى لعباده الكفر وإن تشكروا يرضه لكم ولا تزر وازرة وزر أخرى ثم إلى ربكم مرجعكم فينبئكم بما كنتم تعملون إنه عليم بذات الصدور. وإذا مس الإنسان ضر دعا ربه منيبا إليه ثم إذا خوله نعمة منه نسي ما كان يدعو إليه من قبل وجعل لله أندادا ليضل عن سبيله قل تمتع بكفرك قليلا إنك من أصحاب النار.
39:9-10	أمن هو قانت آناء الليل ساجدا وقائما يحذر الآخرة ويرجو رحمة ربه قل هل يستوي الذين يعلمون والذين لا يعلمون إنما يتذكر أولو الألباب. قل يا عباد الذين آمنوا اتقوا ربكم للذين أحسنوا في هذه الدنيا حسنة وأرض الله واسعة إنما يوفى الصابرون أجرهم بغير حساب.
39:11-20	قل إني أمرت أن أعبد الله مخلصا له الدين. وأمرت لأن أكون أول المسلمين. قل إني أخاف إن عصيت ربي عذاب يوم عظيم. قل الله أعبد مخلصا له ديني. فاعبدوا ما شئتم من دونه قل إن الخاسرين الذين خسروا أنفسهم وأهليهم يوم القيامة ألا ذلك هو الخسران المبين. لهم من فوقهم ظلل من النار ومن تحتهم ظلل ذلك يخوف الله به عباده يا عباد فاتقون. والذين اجتنبوا الطاغوت أن يعبدوها وأنابوا إلى الله لهم البشرى فبشر عباد. الذين يستمعون القول فيتبعون أحسنه أولئك الذين هداهم الله وأولئك هم أولو الألباب. أفمن حق عليه كلمة العذاب أفأنت تنقذ من في النار. لكن الذين اتقوا ربهم لهم غرف من فوقها غرف مبنية تجري من تحتها الأنهار وعد الله لا يخلف الله الميعاد.
39:21-26	ألم تر أن الله أنزل من السماء ماء فسلكه ينابيع في الأرض ثم يخرج به زرعا مختلفا ألوانه ثم يهيج فتراه مصفرا ثم يجعله حطاما إن في ذلك لذكرى لأولي الألباب. أفمن شرح الله صدره للإسلام فهو على نور من ربه فويل للقاسية قلوبهم من ذكر الله أولئك في ضلال مبين. الله نزل أحسن الحديث كتابا متشابها مثاني تقشعر منه جلود الذين يخشون ربهم ثم تلين جلودهم وقلوبهم إلى ذكر الله ذلك هدى الله يهدي به من يشاء ومن يضلل الله فما له من هاد. أفمن يتقي بوجهه سوء العذاب يوم القيامة وقيل للظالمين ذوقوا ما كنتم تكسبون. كذب الذين من قبلهم فأتاهم العذاب من حيث لا يشعرون. فأذاقهم الله الخزي في الحياة الدنيا ولعذاب الآخرة أكبر لو كانوا يعلمون.
